CustomerID,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent,class
13435,3552.1,1717.08,1184.033333,722.08,3,39,2204,0,0,3552.1,yes
13437,6293.18,4732.3,2097.726667,610.36,3,30,1908,0,0,6293.18,yes
13448,4252.72,1945.62,613.81,0,7,51.33333333,2099,-17,-43.95,4296.67,yes
13450,4284.48,1631.4,1071.12,468.6,4,30.66666667,4112,0,0,4284.48,yes
13451,7099.6,2288.35,1431.86,0,5,69,5056,-6,-59.7,7159.3,yes
13452,590,295,295,295,2,11,2,0,0,590,no
13455,2059.42,2110.41,703.47,0,3,365,615,-9,-50.99,2110.41,yes
13456,2613.38,1497.5,660.57,0,4,25.5,749,-9,-28.9,2642.28,yes
13458,21197.66,3797.64,1417.707333,0,15,27.5,13160,-39,-67.95,21265.61,yes
13461,2818.7,1875.5,1409.35,943.2,2,25,2618,0,0,2818.7,yes
13466,801.22,801.22,801.22,801.22,1,365,742,0,0,801.22,yes
13470,363,363,363,363,1,365,220,0,0,363,yes
13473,547.35,552.45,276.225,0,2,365,539,-6,-5.1,552.45,yes
13477,2494.56,945.09,417.935,0,6,50.66666667,1807,-3,-13.05,2507.61,yes
13479,291,156.6,100.3166667,0,3,33,134,-1,-9.95,300.95,no
13481,4680.86,2434.6,782.2683333,0,6,49,2967,-3,-12.75,4693.61,yes
13482,184.64,184.64,184.64,184.64,1,365,116,0,0,184.64,no
13486,2647.19,2096.53,1323.595,550.66,2,26,1613,0,0,2647.19,yes
13487,1294.45,738.45,647.225,556,2,140,707,0,0,1294.45,yes
13488,19590.45,4439.6,1511.396154,0,13,30.375,9825,-6,-57.7,19648.15,yes
13491,3021.77,462.8,335.7522222,181.59,9,27.5,2433,0,0,3021.77,yes
13494,316.26,316.26,316.26,316.26,1,365,162,0,0,316.26,no
13495,3562.04,1508.15,904.1975,0,4,67.5,1657,-15,-54.75,3616.79,yes
13496,1429.81,1465.21,732.605,0,2,365,617,-12,-35.4,1465.21,yes
13499,1448.75,1009.28,485.9833333,0,3,44,857,-6,-9.2,1457.95,yes
13500,832.8,832.8,832.8,832.8,1,365,336,0,0,832.8,yes
13502,488.16,298.2,244.08,189.96,2,48,222,0,0,488.16,yes
13505,6404.45,2381.85,1083.075,0,6,32.5,3933,-20,-94,6498.45,yes
13507,4796.29,3658.41,2398.145,1137.88,2,38,3363,0,0,4796.29,yes
13509,2088.64,1076.2,696.2133333,503.64,3,14.5,2328,0,0,2088.64,yes
13510,1945.62,1952.02,976.01,0,2,365,1308,-4,-6.4,1952.02,yes
13515,1389.82,554.7,463.2733333,403.1,3,64.5,1227,0,0,1389.82,yes
13516,481.3,481.3,481.3,481.3,1,365,198,0,0,481.3,yes
13517,5085.47,3469,1276.205,0,4,73,3079,-9,-19.35,5104.82,yes
13520,7165.58,2066,1197.03,0,6,58.25,3874,-4,-16.6,7182.18,yes
13523,6763.59,4889.24,1743.2725,0,4,83,2511,-7,-209.5,6973.09,yes
13524,1115.88,427.68,371.96,283.2,3,58.5,476,0,0,1115.88,yes
13525,616.64,616.64,616.64,,1,365,464,0,0,616.64,yes
13527,3835.75,1367.72,958.9375,269.7,4,73.66666667,3523,0,0,3835.75,yes
13529,468,468,468,468,1,365,76,0,0,468,yes
13538,2655.15,1215,531.03,127.2,5,48.25,377,0,0,2655.15,yes
13539,1100.56,613.86,375.3533333,0,3,68,713,-6,-25.5,1126.06,yes
13544,349.99,349.99,349.99,349.99,1,365,246,0,0,349.99,yes
13546,633.27,633.27,633.27,633.27,1,365,351,0,0,633.27,yes
13548,771.9,771.9,771.9,771.9,1,365,480,0,0,771.9,yes
13549,2145.27,635.9,357.8916667,0,6,24.5,1203,-1,-2.08,2147.35,yes
13552,8577.53,1829.28,729.0683333,0,12,23.75,3304,-28,-171.29,8748.82,yes
13555,5886.36,3890.75,2943.18,1995.61,2,0,3261,0,0,5886.36,yes
13557,761.58,761.58,761.58,761.58,1,365,693,0,0,761.58,yes
13562,3086.45,1645.09,1543.225,1441.36,2,104,1501,0,0,3086.45,yes
13563,907.69,907.69,907.69,907.69,1,365,497,0,0,907.69,yes
13564,1198.38,658.38,599.19,540,2,13,660,0,0,1198.38,no
13565,330.14,330.14,330.14,330.14,1,365,232,0,0,330.14,yes
13569,362.43,362.43,362.43,362.43,1,365,125,0,0,362.43,yes
13571,2508.11,598.68,418.0183333,297.42,6,24.8,2120,0,0,2508.11,yes
13573,72.81,72.81,72.81,72.81,1,365,24,0,0,72.81,yes
13575,727.9,440.1,363.95,287.8,2,42,362,0,0,727.9,yes
13576,13117.8,2070.14,937.9885714,0,14,23.09090909,4970,-6,-14.04,13131.84,yes
13577,2760,1514.85,1380,1245.15,2,92,1092,0,0,2760,yes
13579,424.35,424.35,424.35,424.35,1,365,117,0,0,424.35,yes
13588,3075.38,1459.62,773.27,0,4,67,3385,-6,-17.7,3093.08,yes
13589,480.55,480.55,480.55,480.55,1,365,105,0,0,480.55,yes
13590,2749.8,931.87,551.12,0,5,50.66666667,2238,-2,-5.8,2755.6,yes
13591,2452.99,1430.65,1226.495,1022.34,2,62,1009,0,0,2452.99,yes
13592,685,324.36,228.3333333,131.4,3,29,240,0,0,685,yes
13599,7016.69,1692.55,417.3494118,0,17,29.57142857,4411,-98,-78.25,7094.94,yes
13601,989.34,989.34,,989.34,1,365,749,0,0,989.34,yes
13606,836.09,639.95,418.045,196.14,2,68,761,0,0,836.09,yes
13610,2384.23,826.13,398.6966667,0,6,43,1103,-1,-7.95,2392.18,yes
13611,2306.6,1197,773.4,0,3,189,1660,-4,-13.6,2320.2,yes
13614,2596.47,1962.67,1298.235,633.8,2,166,829,0,0,2596.47,yes
13617,1054.42,692.78,527.21,361.64,2,67,524,0,0,1054.42,yes
13618,177.34,177.34,177.34,177.34,1,365,246,0,0,177.34,no
13623,1718.03,668.9,347.586,0,5,28.66666667,438,-2,-19.9,1737.93,yes
13627,2829.4,1293.08,710.5375,0,4,90,2190,-1,-12.75,2842.15,yes
13629,14293.97,3136,2041.995714,944.97,7,33.16666667,8075,0,0,14293.97,yes
13630,3786.49,1071.46,477.03625,0,8,44.5,2549,-11,-29.8,3816.29,yes
13631,8505.11,2001.6,777.6145455,0,11,13.55555556,1320,-7,-48.65,8553.76,yes
13632,2697.69,1291.35,675.485,0,4,34.5,986,-1,-4.25,2701.94,yes
13634,2537.77,1242.55,845.9233333,426.49,3,110,1154,0,0,2537.77,yes
13636,1853,754.3,372.1,0,5,54,956,-6,-7.5,1860.5,yes
13637,2084.97,1260.67,1042.485,824.3,2,39,1100,0,0,2084.97,yes
13643,296.8,296.8,296.8,296.8,1,365,190,0,0,296.8,yes
13647,2233.2,1223.98,1116.6,1009.22,2,59,1342,0,0,2233.2,yes
13650,2000.33,1041.63,675.7766667,0,3,60,813,-4,-27,2027.33,yes
13652,2065.61,1054.05,1032.805,1011.56,2,112,885,0,0,2065.61,yes
13654,5374.21,1754.65,1343.5525,916.35,4,42.33333333,4649,0,0,5374.21,yes
13655,932.97,549.32,466.485,383.65,2,127,605,0,0,932.97,no
13657,497.76,497.76,497.76,497.76,1,365,474,0,0,497.76,yes
13658,2875.9,3093.6,1031.2,0,3,365,864,-10,-217.7,3093.6,yes
13662,1547.42,937,261.0166667,0,6,47,1068,-5,-18.68,1566.1,yes
13666,159.25,138.85,79.625,20.4,2,0,65,0,0,159.25,yes
13668,14430.19,3418.22,659.095,0,22,16.06666667,8583,-26,-69.9,14500.09,yes
13669,144.45,144.45,144.45,144.45,1,365,39,0,0,144.45,yes
13678,232.6,232.6,232.6,232.6,1,365,924,0,0,232.6,no
13680,5893.61,4310.06,2471.24,0,3,1,3743,-669,-1520.11,7413.72,yes
13681,582.08,582.08,582.08,582.08,1,365,286,0,0,582.08,yes
13692,2283.45,2238.6,766.1333333,0,3,22,1981,-1,-14.95,2298.4,yes
13695,4048.63,924.24,368.0572727,139.2,11,13.6,2693,0,0,4048.63,yes
13700,3665.27,911.8,610.8783333,115.92,6,29.8,4510,0,0,3665.27,yes
13703,99.5,99.5,99.5,99.5,1,365,10,0,0,99.5,no
13705,522.68,318.14,261.34,204.54,2,228,237,0,0,522.68,no
13707,806.41,583.41,403.205,223,2,48,351,0,0,806.41,no
13709,9173.71,2619.98,1533.375,0,6,53,5788,-5,-26.54,9200.25,yes
13717,3191.43,1068.08,640.836,0,5,56,5100,-1,-12.75,3204.18,yes
13719,804.53,573.08,402.265,231.45,2,28,431,0,0,804.53,yes
13723,199.85,199.85,199.85,199.85,1,365,43,0,0,199.85,no
13725,5464.58,3068.5,611.3533333,0,9,22.83333333,2146,-8,-37.6,5502.18,yes
13728,2287.27,558.85,457.454,382.8,5,50,907,0,0,2287.27,yes
13735,3920.5,2520.32,998.66,0,4,58,2162,-27,-74.14,3994.64,yes
13736,349.63,357.53,178.765,0,2,365,228,-4,-7.9,357.53,no
13741,1059.91,561.28,354.0033333,0,3,33,447,-1,-2.1,1062.01,yes
13742,7648.27,1581.05,639.7391667,0,12,17.11111111,2979,-8,-28.6,7676.87,yes
13743,2139.59,613.68,356.84,0,6,37.25,2376,-1,-1.45,2141.04,yes
13745,291.54,300.04,150.02,0,2,365,496,-10,-8.5,300.04,no
13748,1978,903.7,659.3333333,408,3,70.5,768,0,0,1978,yes
13750,2832.3,943.02,708.075,587.52,4,64.66666667,870,0,0,2832.3,yes
13751,296.25,296.25,296.25,296.25,1,365,152,0,0,296.25,no
13756,7839.84,1953.6,1119.977143,435.6,7,39.16666667,5045,0,0,7839.84,yes
13758,6722.98,2741.38,1344.596,743.65,5,42.5,4133,0,0,6722.98,yes
13760,449.58,449.58,449.58,449.58,1,365,261,0,0,449.58,yes
13761,1404.25,1404.25,1404.25,1404.25,1,365,615,0,0,1404.25,yes
13763,-25.5,0,0,0,2,365,0,-3,-25.5,0,yes
13764,2717.61,1588.99,1358.805,1128.62,2,193,1629,0,0,2717.61,yes
13769,5088.4,960.15,464.6681818,0,11,48.6,2089,-10,-22.95,5111.35,yes
13771,4776.15,2722.5,1592.966667,0,3,47,2688,-1,-2.75,4778.9,yes
13772,636.41,636.41,636.41,636.41,1,365,230,0,0,636.41,yes
13778,178.7,178.7,178.7,178.7,1,,70,0,0,178.7,no
13782,1501.19,588.8,500.3966667,391.48,3,101,743,0,0,1501.19,yes
13784,5694.15,1845.6,711.76875,60.48,8,31,5049,0,0,5694.15,yes
13787,402,402,402,402,1,365,200,0,0,402,yes
13792,245.3,245.3,245.3,245.3,1,365,94,0,0,245.3,yes
13799,688.86,347.16,344.43,341.7,2,177,402,0,0,688.86,no
13804,4026.2,1966.48,1342.066667,978.94,3,74,2536,0,0,4026.2,yes
13805,1756.16,1756.16,1756.16,1756.16,1,365,2000,0,0,1756.16,yes
13811,519.75,297,259.875,222.75,2,55,63,0,0,519.75,no
13812,749.63,749.63,749.63,749.63,1,365,557,0,0,749.63,yes
13813,827.42,840.87,420.435,0,2,365,391,-2,-13.45,840.87,yes
13814,1926.27,1926.27,1926.27,1926.27,1,365,1121,0,0,1926.27,yes
13815,7664.27,5222.9,2558.906667,0,3,146,5456,-3,-12.45,7676.72,yes
13817,448.5,448.5,448.5,448.5,1,365,250,0,0,448.5,yes
13821,385.64,270.15,192.82,115.49,2,116,153,0,0,385.64,no
13824,4368.48,1933.5,1092.12,615.12,4,57.66666667,1824,0,0,4368.48,yes
13827,890.9,564.71,445.45,326.19,2,9,269,0,0,890.9,yes
13831,4437.6,1260,1109.4,1035.7,4,76.33333333,1745,0,0,4437.6,yes
13835,1252.01,736.15,626.005,515.86,2,59,684,0,0,1252.01,yes
13838,479.59,238.11,159.8633333,93.16,3,126,169,0,0,479.59,no
13842,6542.32,1061.86,934.6171429,788.03,7,34.5,2684,0,0,6542.32,yes
13846,2002.92,1257,673.4566667,0,3,117,983,-5,-17.45,2020.37,yes
13848,3750,2790,1875,960,2,68,11000,0,0,3750,yes
13849,1785.07,1785.07,1785.07,1785.07,1,365,1065,0,0,1785.07,yes
13851,3858.8,3202.06,1929.4,656.74,2,159,2845,0,0,3858.8,yes
13854,19893.14,1809.04,868.5930435,0,23,13.88888889,5304,-18,-84.5,19977.64,yes
13862,5251.4,1153.9,659.18125,0,8,44.2,3798,-6,-22.05,5273.45,yes
13865,1092.66,435.15,364.22,291.15,3,76,446,0,0,1092.66,yes
13867,483.75,483.75,483.75,483.75,1,365,109,0,0,483.75,yes
13870,6912.06,3049.72,1154.81,0,6,46.25,3354,-4,-16.8,6928.86,yes
13871,12227.04,2035.07,1528.38,1104.35,8,27.71428571,5061,0,0,12227.04,yes
13875,4554.48,1359.5,1138.62,1003.32,4,55.33333333,3051,0,0,4554.48,yes
13880,4843.46,1064.79,605.4325,259.2,8,31.28571429,2392,0,0,4843.46,yes
13881,24025.6,5909.62,2409.36,0,10,25.125,16770,-16,-68,24093.6,yes
13883,5426.08,3156.98,788.88,0,7,11.33333333,2920,-60,-96.08,5522.16,yes
13884,572.1,374.1,144.6,0,4,2.5,178,-3,-6.3,578.4,yes
13890,1409.45,873.95,471.5166667,0,3,251,751,-2,-5.1,1414.55,yes
13892,54.52,54.52,54.52,54.52,1,365,140,0,0,54.52,yes
13894,357.65,367.55,183.775,0,2,365,243,-6,-9.9,367.55,yes
13895,3016.72,1683.7,1508.36,1333.02,2,21,1536,0,0,3016.72,yes
13899,905.4,905.4,905.4,905.4,1,365,368,0,0,905.4,yes
13901,7501.45,4468.13,1875.3625,594.5,4,70,4209,0,0,7501.45,yes
13904,561.06,561.06,561.06,561.06,1,365,649,0,0,561.06,yes
13908,4114.81,2039.97,1034.3275,0,4,74.5,2784,-8,-22.5,4137.31,yes
13911,7086,1401.27,885.75,443.3,8,22.85714286,6292,0,0,7086,yes
13917,180.96,180.96,180.96,180.96,1,365,96,0,0,180.96,yes
13918,520.3,520.3,520.3,520.3,1,365,266,0,0,520.3,yes
13925,1305.88,1046.12,451.5766667,0,3,13,749,-3,-48.85,1354.73,yes
13928,639.13,321.03,319.565,318.1,2,26,231,0,0,639.13,yes
13930,722.4,722.4,722.4,722.4,1,365,738,0,0,722.4,yes
13931,1189.26,1189.26,1189.26,1189.26,1,365,658,0,0,1189.26,yes
13932,307.4,307.4,307.4,307.4,1,365,72,0,0,307.4,no
13939,1254.26,679.08,422.02,0,3,203,2050,-4,-11.8,1266.06,yes
13940,1194.47,643.01,597.235,551.46,2,27,803,0,0,1194.47,yes
13941,8223.31,4601.46,,0,5,100,4378,-57,-200.55,8423.86,yes
13946,964.11,525.15,482.055,438.96,2,66,597,0,0,964.11,yes
13950,647.82,647.82,647.82,647.82,1,365,246,0,0,647.82,yes
13953,6836.04,2500,1367.208,500,5,58.75,5366,0,0,6836.04,yes
13956,2361.52,1398.65,787.1733333,333.62,3,66.5,1303,0,0,2361.52,yes
13958,-102.45,0,0,0,1,365,0,-23,-102.45,0,no
13959,1131.72,762.77,565.86,368.95,2,81,581,0,0,1131.72,yes
13962,376.4,376.4,376.4,376.4,1,365,94,0,0,376.4,yes
13969,11688.66,2260.19,1062.605455,208.68,11,25.3,5945,0,0,11688.66,yes
13971,6306.1,1191.16,794.23,0,8,35.4,3826,-24,-47.74,6353.84,yes
13972,371.1,371.1,371.1,371.1,1,365,98,0,0,371.1,yes
13975,4339.19,1914.92,872.448,0,5,48.66666667,2855,-7,-23.05,4362.24,yes
13982,3807.14,1363.35,954.46,0,4,100.5,2523,-4,-10.7,3817.84,yes
13983,5870.78,1295.32,733.8475,15.6,8,25.14285714,2823,0,0,5870.78,yes
13984,1402.05,587.1,366.906,0,5,79.33333333,1207,-408,-432.48,1834.53,yes
13985,8172.72,1631,1026.04,0,8,25.5,3996,-8,-35.6,8208.32,yes
13988,5868.24,2039.79,1468.7225,0,4,45.5,4142,-1,-6.65,5874.89,yes
13990,311.3,311.3,311.3,311.3,1,365,190,0,0,311.3,no
13991,489.75,489.75,489.75,489.75,1,365,327,0,0,489.75,yes
13993,6063.13,1502.75,1011.23,0,6,46,1790,-1,-4.25,6067.38,yes
13994,1413.65,1028.29,706.825,385.36,2,42,457,0,0,1413.65,yes
13995,2571.37,1206.82,645.3925,0,4,65,1915,-12,-10.2,2581.57,yes
13999,7276.44,1103.8,809.4266667,0,9,34.85714286,4663,-4,-8.4,7284.84,yes
14001,2864.08,2132.1,1432.04,731.98,2,140,1382,0,0,2864.08,yes
14002,529.73,304.94,264.865,224.79,2,22,877,0,0,529.73,no
14004,8266.98,2649.56,2066.745,1714.22,4,59.66666667,4490,0,0,8266.98,yes
14005,1979.7,937.5,659.9,478.5,3,40.5,2492,0,0,1979.7,yes
14009,685.93,380.91,231.87,0,3,7,365,-4,-9.68,695.61,no
14019,1194.31,1194.31,1194.31,1194.31,1,365,757,0,0,1194.31,yes
14021,631.9,302.8,210.6333333,130.2,3,50,192,0,0,631.9,no
14029,483.4,483.4,483.4,483.4,1,365,60,0,0,483.4,yes
14030,5517,2416.2,919.5,23.8,6,48.6,2647,0,0,5517,yes
14031,28395.81,5630.89,1971.184,0,15,20.08333333,11082,,-1171.95,29567.76,yes
14032,5379.91,1081.6,492.71,0,11,39,3904,-22,-39.9,5419.81,yes
14034,1377.88,1442.72,505.8933333,0,3,0,1011,-108,-139.8,1517.68,yes
14035,2667.6,1449.66,889.2,303.36,3,94.5,1460,0,0,2667.6,yes
14038,3012.88,1942.68,1006.26,0,3,63,2063,-2,-5.9,3018.78,yes
14040,7598.62,1593.56,765.115,0,10,26.25,3797,-10,-52.53,7651.15,yes
14044,1780.98,680.37,593.66,492.57,3,103,828,0,0,1780.98,yes
14046,151.59,151.59,151.59,151.59,1,365,443,0,0,151.59,no
14047,2186.89,1269.8,441.098,0,5,86,679,-4,-18.6,2205.49,yes
14049,9790.01,5923.16,2450.5075,0,4,79,6398,-11,-12.02,9802.03,yes
14050,1533.78,1533.78,1533.78,1533.78,1,365,1313,0,0,1533.78,yes
14051,30813.81,4336.2,1719.27,0,18,17.64285714,7734,-15,-133.05,30946.86,yes
14053,260.25,154.25,130.125,106,2,35,215,0,0,260.25,no
14056,16100.93,2402.1,734.2872727,0,22,10.5,8722,-21,-53.39,16154.32,yes
14057,12372.05,1981.9,957.1238462,0,13,22.27272727,10773,-168,-70.56,12442.61,yes
14060,11407.74,1800,814.8385714,214,14,19.84615385,11436,0,0,11407.74,yes
14062,23029.28,5513.52,2558.808889,614.8,9,31.125,11040,0,0,23029.28,yes
14064,2309.16,735.69,492.936,0,5,53.33333333,3225,-432,-155.52,2464.68,yes
14071,866.98,622.31,332.7966667,0,3,4,765,-95,-131.41,998.39,yes
14075,1090.14,1090.14,1090.14,1090.14,1,365,936,0,0,1090.14,yes
14077,939.46,334.86,313.1533333,292.1,3,45.5,418,0,0,939.46,yes
14082,182.25,182.25,182.25,182.25,1,365,110,0,0,182.25,no
14085,9576.76,1378.48,737.6546154,0,13,20.09090909,6387,-1,-12.75,9589.51,yes
14092,7256.01,1100.1,660.5145455,0,11,,3681,-3,-9.65,7265.66,yes
14096,29.55,29.55,29.55,29.55,1,365,16,0,0,29.55,yes
14099,6830.87,1309.09,760.23,0,9,33,4990,-2,-11.2,6842.07,yes
14100,194.9,194.9,194.9,194.9,1,365,64,0,0,194.9,no
14107,6210.83,1809.01,1037.596667,0,6,46.75,3978,-5,-14.75,6225.58,yes
14108,868.6,868.6,868.6,868.6,1,365,543,0,0,868.6,yes
14110,9541.84,2966.74,1592.556667,0,6,36.5,4662,-2,-13.5,9555.34,yes
14111,826.2,520.2,413.1,306,2,135,948,0,0,826.2,yes
14112,5705.85,2064.5,724.59375,0,8,48,3477,-26,-90.9,5796.75,yes
14113,382.75,841.5,210.375,0,4,365,198,-109,-458.75,841.5,yes
14114,386.53,195.13,193.265,191.4,2,56,101,0,0,386.53,no
14116,877.62,877.62,877.62,877.62,1,365,468,0,0,877.62,yes
14128,912.14,912.14,912.14,912.14,1,365,893,0,0,912.14,yes
14129,973.9,973.9,973.9,973.9,1,365,444,0,0,973.9,yes
14130,483.86,483.86,483.86,483.86,1,365,258,0,0,483.86,no
14132,4666.12,1145.4,933.224,764.48,5,17.25,4356,0,0,4666.12,yes
14135,10186.15,2915.88,1018.615,50.4,10,29.44444444,10629,0,0,10186.15,yes
14141,896.18,896.18,896.18,896.18,1,365,430,0,0,896.18,yes
14145,8019,3742.2,2153.25,0,4,29.5,1740,-120,-594,8613,yes
14146,3973.43,3420.26,1738.286667,0,3,102,2258,-551,-1241.43,5214.86,yes
14147,365.6,365.6,365.6,365.6,1,365,80,0,0,365.6,yes
14150,805.72,805.72,805.72,805.72,1,365,820,0,0,805.72,yes
14152,909.95,920.15,460.075,0,2,365,1225,-12,-10.2,920.15,yes
14154,1345.62,925.88,672.81,419.74,2,0,465,0,0,1345.62,no
14157,,777.26,388.63,0,2,365,561,-11,-32.45,777.26,yes
14159,6703.65,1523.54,839.3325,0,8,43.2,5892,-8,-11.01,6714.66,yes
14162,289.36,177.68,144.68,111.68,2,118,142,0,0,289.36,no
14163,5920.87,2887.6,1973.623333,1349.16,3,42.5,2183,0,0,5920.87,yes
14167,1172.65,423.45,390.8833333,347.75,3,82.5,323,0,0,1172.65,yes
14173,318.98,318.98,318.98,318.98,1,365,106,0,0,318.98,yes
14175,3519.24,,719.468,0,5,158,1929,-45,-78.1,3597.34,yes
14177,305.04,305.04,305.04,305.04,1,365,103,0,0,305.04,yes
14178,888.95,570.22,444.475,318.73,2,39,818,0,0,888.95,yes
14188,4051.54,1103.3,810.808,0,5,66.33333333,2330,-2,-2.5,4054.04,yes
14189,8456.51,1615.7,565.502,0,15,27.77777778,7284,-11,-26.02,8482.53,yes
14191,6977.51,1317.86,875.2825,0,8,18.33333333,4376,-5,-24.75,7002.26,yes
14193,1222.48,1222.48,1222.48,1222.48,1,365,756,0,0,1222.48,yes
14194,16178.1,1995.61,814.124,0,20,16.58333333,9359,-42,-104.38,16282.48,yes
14198,1140.65,581.6,383.5166667,0,3,94,445,-2,-9.9,1150.55,yes
14201,1882.94,710.92,277.4771429,0,7,52.25,1548,-12,-59.4,1942.34,yes
14205,318.3,556.5,278.25,0,2,365,270,-104,-238.2,556.5,yes
14209,5915.56,1566.6,986.9766667,0,6,52.25,2098,-3,-6.3,5921.86,yes
14210,5778.22,1110.24,963.0366667,760.87,6,52.6,2232,0,0,5778.22,yes
14211,2832.02,911.3,357.63375,0,8,21.25,1509,-9,-29.05,2861.07,yes
14214,2583.66,1779.4,517.562,0,5,60.5,2022,-3,-4.15,2587.81,yes
14215,3340.61,1678.69,670.482,0,5,60,1813,-4,-11.8,3352.41,yes
14217,3790.01,889.76,319.9858333,0,12,25.75,1287,-8,-49.82,3839.83,yes
14221,7979.88,2542.54,998.10375,0,8,37.33333333,4692,-1,-4.95,7984.83,yes
14223,1854.43,943.53,623.4433333,0,3,106,1207,-2,-15.9,1870.33,yes
14224,1050.12,368.18,262.53,186.62,4,69.33333333,514,0,0,1050.12,no
14226,4736.93,2737.9,1191.87,0,4,58,3165,-7,-30.55,4767.48,yes
14227,7021.24,2394.9,639.2490909,0,11,14.5,3777,-6,-10.5,7031.74,yes
14229,2157.58,1267.42,563.545,0,4,41,886,-20,-96.6,2254.18,yes
14232,4353.81,1951.98,726.05,0,6,49,4217,-3,-2.49,4356.3,yes
14233,2187.25,1087.5,729.0833333,303.7,3,52.5,959,0,0,2187.25,yes
14235,8576.19,3859.4,2144.0475,1250.46,4,33.66666667,5529,0,0,8576.19,yes
14236,252,252,252,252,1,365,48,0,0,252,yes
14237,161,161,161,161,1,365,38,0,0,161,no
14238,146.85,146.85,146.85,146.85,1,365,111,0,0,146.85,no
14239,4247.96,1182.12,430.531,0,10,30.33333333,2017,-7,-57.35,4305.31,yes
14240,582.15,582.15,582.15,582.15,1,365,205,0,0,582.15,yes
14243,6119.95,1142.02,616.259,0,10,37,2813,-10,-42.64,6162.59,yes
14257,8409.3,4284.16,2102.325,908.64,4,64.66666667,4215,0,0,8409.3,yes
14262,2629.7,943.1,876.5666667,801.3,3,66.5,1818,0,0,2629.7,yes
14272,301.98,301.98,301.98,301.98,1,365,266,0,0,301.98,yes
14273,1227.9,644.1,409.3,242.9,3,52.5,555,0,0,1227.9,yes
14276,2126.77,1152.42,734.3566667,0,3,109,1433,-12,-76.3,2203.07,yes
14282,7122.91,1784.2,791.4344444,204.48,9,31.75,5447,0,0,7122.91,yes
14285,29.5,29.5,29.5,29.5,1,365,10,0,0,29.5,yes
14289,832.78,322.24,166.556,109.26,5,38,278,0,0,832.78,no
14290,2290.38,2297.58,1148.79,0,2,365,686,-2,-7.2,2297.58,yes
14291,6826.05,2996.43,854.5,0,8,25.66666667,4257,-1,-9.95,6836,yes
14292,7249.68,3737.8,1041.082857,0,7,45.33333333,2360,-14,-37.9,7287.58,yes
14295,-8.5,0,0,0,1,365,0,-1,-8.5,0,yes
14297,783.8,783.8,783.8,783.8,1,365,282,0,0,783.8,yes
14299,5630.22,2662.69,666.847,0,10,64,2777,-117,-1038.25,6668.47,yes
14305,3234.76,3281.46,822.49,0,4,21,1787,-20,-55.2,3289.96,yes
14307,6667.12,2341.71,1666.78,1273.6,4,79,5358,0,0,6667.12,yes
14309,4096.46,840.92,589.9014286,0,7,37.4,3087,-14,-32.85,4129.31,yes
14312,2376.6,867.7,594.15,393.74,4,49.66666667,1112,0,0,2376.6,yes
14314,120,120,120,120,1,365,296,0,0,120,no
14315,5207.55,1663.2,1041.51,62.4,5,33.75,2135,0,0,5207.55,yes
14321,2888.06,971.82,962.6866667,954.9,3,108,4596,0,0,2888.06,yes
14329,10269.93,,1288.8975,0,8,73,6384,-12,-41.25,10311.18,yes
14332,238.08,238.08,238.08,238.08,1,365,96,0,0,238.08,yes
14334,6151.1,1221.8,880.55,0,7,46.6,4233,-1,-12.75,6163.85,yes
14336,3249.39,1782.78,1083.13,422.05,3,38,2681,0,0,3249.39,yes
14341,3319.67,949.07,476.51,0,7,37.4,1995,-2,-15.9,3335.57,yes
14342,973.15,699.9,258.25,0,4,73,517,-9,-59.85,1033,yes
14346,1021.58,759.14,510.79,262.44,2,176,605,0,0,1021.58,no
14367,16116.24,3460.12,1349.999167,0,12,15.11111111,7928,-25,-83.75,16199.99,yes
14373,76.55,76.55,76.55,76.55,1,365,17,0,0,76.55,no
14379,291.99,291.99,291.99,291.99,1,365,361,0,0,291.99,yes
14383,785.05,785.05,785.05,785.05,1,365,733,0,0,785.05,yes
14387,1392.55,1392.55,1392.55,1392.55,1,365,673,0,0,1392.55,yes
14388,5429.29,1570.26,907.1233333,0,6,62.25,3610,-3,-13.45,5442.74,yes
14389,954.3,972.64,324.2133333,0,3,365,570,-12,-18.34,972.64,yes
14390,4642.92,1800.71,777.5116667,0,6,75.66666667,2042,-3,-22.15,4665.07,yes
14395,5908.61,1267.35,845.5085714,0,7,38.2,3017,-1,-9.95,5918.56,yes
14396,325.05,325.05,325.05,325.05,1,365,119,0,0,325.05,yes
14397,2891.1,648.36,321.2333333,135,9,12.625,2194,0,0,2891.1,yes
14401,8479.68,1354.08,942.1866667,645.44,9,31,10128,0,0,8479.68,yes
14404,4156.28,1055.4,699.3133333,0,6,64.5,2265,-8,-39.6,4195.88,yes
14407,2096.08,645.5,267.84125,0,8,42,1414,-3,-46.65,2142.73,no
14408,6289.09,2367.33,1257.818,506.87,5,32.75,3990,0,0,6289.09,yes
14409,4994.6,2357.9,857.6333333,0,6,61,3295,-72,-151.2,5145.8,yes
14410,2462.27,666.03,254.8354545,0,11,27,1423,-187,-340.92,2803.19,yes
14414,3457.75,903.8,578.2666667,0,6,61.75,5122,-3,-11.85,3469.6,yes
14415,9602.35,2436.69,879.0372727,0,11,33.42857143,4558,-30,-67.06,9669.41,yes
14418,488.5,488.5,488.5,488.5,1,365,482,0,0,488.5,yes
